16640638,16642792,16643036
16648752,16613202,16646218,16616692
16650300,16617562,16652868,16620599
16650786,16614580,16653772,16622207
16647694,16610561,16646176,16620121
16643586,16609546,16644435,16614724
16652906,16619178,16653022,16619054
16653094,16615117,16653308,16624220
16645992,16610898,16644763,16613820
16644337,16614567,16643914,16613948
16648888,16617118,16647353,16615791
16649702,16615996,16648415,16614451
16641751,16619634,16642678,16611709
16642012,16620249,16643782,16612826
16649404,16627091,16648837,16616132
16652159,16621537,16650982,16617109
16646747,16619404,16645698,16617242
16648581,16624484,16645975,16617511
16646747,16622074,16648316,16618201
16649839,16625342,16647254,16616427
16648637,16623030,16645442,16616499
16646350,16627449,16643671,16614993
16646517,16631173,16641645,16615816
16646836,16634419,16646500,16617753
16647365,16633157,16648722,16620368
16645101,16628362,16640835,16618402
16644780,16627052,16643398,16614963
16647182,16628196,16643770,16617553
16646972,16629574,16653039,16617003
16642293,16631377,16639363,16618512
16644000,16630823,16644542,16615236
16649835,16633084,16644166,16619422
16646832,16630776,16643454,16622402
16646307,16630683,16642592,16617920
16645296,16632359,16642229,16619716
16648589,16635000,16644584,16619131
16648854,16634107,16643816,16622971
16643594,16629301,16640164,16618555
16646111,16636894,16640689,16622459
16647541,16637584,16643577,16623175
16647852,16638454,16641637,16623175
16645795,16633988,16640818,16622057
16642473,16632799,16638676,16618316
16645595,16641965,16637849,16622940
16644191,16634039,16640745,16620760
16640481,16634099,16640182,16619664
16640779,16639209,16635921,16622398
16642063,16639580,16636044,16624182
16645471,16642972,16639129,16626327
16647510,16637639,16644976,16626702
16645408,16643535,16637938,16623397
16643565,16643480,16638126,16625871
16643948,16646798,16641419,16630107
16644815,16644524,16642362,16633203
16642673,16643548,16637576,16627432
16639351,16642869,16634833,16623507
16642644,16647109,16637610,16628908
16644623,16649378,16638049,16637614
16639222,16643808,16634232,16630336
16644174,16648415,16637648,16630687
16646170,16652987,16641133,16636846
16643304,16648965,16637883,16635533
16641846,16649528,16633485,16636919
16640199,16646487,16630397,16636373
16642409,16648189,16634645,16633652
16642255,16649131,16634257,16634368
16635750,16644021,16629701,16635796
16635853,16647562,16624135,16637400
16640989,16649173,16630746,16636987
16638544,16648752,16628690,16639618
16638156,16647152,16629360,16639730
16637734,16650561,16626558,16640437
16637980,16651367,16622646,16642818
16636530,16650356,16624561,16640809
16635529,16647570,16624842,16642396
16638305,16649515,16622402,16641641
16635938,16650279,16623128,16644550
16635114,16652957,16623217,16645006
16636552,16652233,16628332,16645672
16638219,16650023,16625517,16645510
16638361,16650624,16626549,16642020
16639316,16654195,16628221,16648986
16640164,16651708,16626336,16648542
16639926,16649276,16626762,16640498
16635984,16651260,16625128,16643475
16638856,16652893,16625303,16645757
16637520,16651050,16624484,16647310
16634458,16648667,16622710,16645630
16636701,16651094,16624011,16646764
16637042,16654506,16626497,16647472
16636765,16653486,16624446,16648231
16633877,16649771,16624599,16646938
16633212,16652774,16621200,16648654
16635396,16654212,16625747,16651763
16630695,16650066,16621238,16645049
16625892,16646094,16619306,16646819
16630363,16649156,16621268,16650475
16625602,16650083,16618580,16645634
16631126,16649101,16622897,16650261
16626805,16648073,16623807,16651704
16626528,16647442,16621614,16646401
16624749,16646815,16618538,16645207
16624080,16647672,16627129,16647723
16624114,16647425,16630772,16647126
16621060,16640075,16626216,16643842
16617613,16638949,16630964,16642081
16625705,16646794,16637806,16645203
16629710,16645010,16643343,16642468
16623384,16641863,16638992,16643863
16625636,16638429,16640877,16640088
16632615,16640204,16647975,16641010
16632799,16640028,16646751,16640084
16632977,16637409,16650095,16638318
16640425,16636693,16651750,16639977
16643573,16636386,16656225,16639341
16642600,16639180,16658063,16639103
2096921,1242192,753582,195889
2096921,1635137,1002643,305204
2096921,1636873,998893,288663
2096921,1651739,1008837,305231
2096921,1644317,999508,292220
2096921,1654008,1011209,301822
2096921,1643301,1001641,292442
2096921,1648220,1005654,298627
2096921,1648356,1004344,290428
2096921,1652238,1006879,300294
2096921,1652327,1007493,296034
2096921,1650293,1003261,297322
2096921,1651445,1005970,295390
2096921,1652417,1006767,300683
2096921,1650058,1009848,297953
2096921,1647085,1002668,295500
2096921,1654243,1011174,297629
2096921,1646019,999009,292894
2096921,1659161,1014872,303707
2096921,1639505,994564,285774
2096921,1658099,1013814,300965
2096921,1646624,1002075,286483
2096921,1666003,1023204,304364
2096921,1648685,1001832,287281
2096921,1666323,1018221,309530
2096921,1653339,1004396,291854
2096921,1665431,1021088,312098
2096921,1652469,1006648,292476
2096921,1663025,1016100,309551
2096921,1653705,1008900,293888
2096921,1662138,1013695,304931
2096921,1650954,1005390,295466
2096921,1656132,1010530,303195
2096921,1654179,1003739,295454
2096921,1658244,1009029,302112
2096921,1655659,1008678,296541
2096921,1655049,1006145,298110
2096921,1657646,1008274,298418
2096921,1657434,1007544,296908
2096921,1656926,1011690,297343
2096921,1650254,1001491,290766
2096921,1658879,1010056,293820
2096921,1648872,996727,287327
2096921,1657356,1011370,299975
2096921,1642990,994495,282064
2096921,1662629,1014561,295790
2096921,1649977,999252,285220
2096921,1672858,1023437,306275
2096921,1650336,1001278,285728
2096921,1668093,1019752,308190
2096921,1655138,1005974,289380
2096921,1668012,1019240,307410
2096921,1652724,1006013,287503
2096921,1662706,1017184,301638
2096921,1656841,1005326,290445
2096921,1665171,1015491,301216
2096921,1651043,1006648,288117
2096921,1658304,1011025,300000
2096921,1657690,1010039,292889
2096921,1659336,1011933,298571
2096921,1658014,1010845,294967
2096921,1655727,1007228,293568
2096921,1658981,1010282,294844
2096921,1655684,1004579,291414
2096921,1655591,1012202,294101
2096921,1646770,999192,283859
2096921,1656490,1008354,293210
2096921,1643181,991257,282788
2096921,1660594,1012108,293355
2096921,1644381,997767,278754
2096921,1664041,1015725,296895
2096921,1650024,1000783,281138
2096921,1668831,1023459,301233
2096921,1649517,1002596,285728
2096921,1667262,1018874,308429
2096921,1654938,1006507,286940
2096921,1671723,1021881,309257
2096921,1653377,1004852,287545
2096921,1665304,1018055,301775
2096921,1662070,1009510,292548
2096921,1664071,1012517,303003
2096921,1656069,1005368,289323
2096921,1663124,1014775,299625
2096921,1662803,1009434,291094
2096921,1664646,1013674,295078
2096921,1662535,1010919,291546
2096921,1666037,1009025,296243
2096921,1671122,1015964,299646
2096921,1667607,1013230,295159
2096921,1665397,1014314,299659
2096921,1657719,1004899,291111
2096921,1668110,1014335,295636
2096921,1658786,1004469,289801
2096921,1674718,1021765,301293
2096921,1656410,1005104,287208
2096921,1677422,1022921,303558
2096921,1660807,1007250,289934
2096921,1684392,1031615,311206
2096921,1664100,1010991,291871
2096921,1685633,1027316,311083
2096921,1668805,1010726,292309
2096921,1681424,1025741,310439
2096921,1666088,1012574,291196
2096921,1678165,1023092,307252
2096921,1671869,1010073,292792
2096921,1680506,1022635,310114
2096921,1671382,1016737,292314
2096921,1676510,1021450,304454
2096921,1673630,1015542,296588
2096921,1678377,1022235,304207
2096921,1676501,1020542,295466
2096921,1675430,1018455,300137
2096921,1677004,1018242,299638
2096921,1673920,1014582,299710
2096921,1676637,1021202,298281
2096921,1666997,1008883,295329
2096921,1677486,1020294,301877
2096921,1669710,1008107,293145
2096921,1682772,1027396,306744
2096921,1664634,1008030,288142
2096921,1685843,1026688,305593
2096921,1671505,1014224,291529
2096921,1690765,1032438,314081
2096921,1670989,1014062,296827
2096921,1689809,1030292,314342
2096921,1679482,1021241,301071
2096921,1692774,1035489,318227
2096921,1670208,1013810,297206
2096921,1686619,1028727,311134
2096921,1674479,1015572,299617
2096921,1684063,1025361,310964
2096921,1674944,1019556,298981
2096921,1680412,1022785,304122
2096921,1676851,1017662,296294
2096921,1677272,1020516,302518
2096921,1677503,1019364,300021
2096921,1675136,1015819,301699
2096921,1676168,1015960,302956
2096921,1673839,1014646,298349
2096921,1678463,1020840,300389
2096921,1668140,1013115,296618
2096921,1682596,1025084,304548
2096921,1671041,1011097,293248
2096921,1682021,1026821,302717
2096921,1665124,1007561,288612
2096921,1686640,1032736,305034
2096921,1672875,1014305,291064
2096921,1690637,1034055,309044
2096921,1671869,1015564,294311
2096921,1691426,1032255,316513
2096921,1678313,1019257,296950
2096921,1689677,1034175,313514
2096921,1675856,1020946,297331
2096921,1691502,1031815,312196
2096921,1682571,1020512,304130
2096921,1687220,1027597,311424
2096921,1678642,1020942,300645
2096921,1686252,1028049,303963
2096921,1682810,1022222,296375
2096921,1684691,1026948,304228
2096921,1679619,1024978,300948
2096921,1679815,1019325,298806
2096921,1682660,1019509,297126
2096921,1680890,1018114,300427
2096921,1686094,1029017,306126
2096921,1675771,1015277,295556
2096921,1687574,1027379,300317
2096921,1673519,1011106,292762
2096921,1687225,1030609,305657
2096921,1667603,1011311,286559
2096921,1689703,1030677,306442
2096921,1671864,1012714,287084
2096921,1691908,1033756,310366
2096921,1675959,1016123,293538
2096921,1693184,1032412,311770
2096921,1681384,1019364,296908
2096921,1695858,1034639,313514
2096921,1679922,1019782,295676
2096921,1694267,1034567,311535
2096921,1687373,1025251,294383
2096921,1694007,1033568,308177
2096921,1688270,1027276,300351
2096921,1691934,1027904,306357
2096921,1691763,1031466,299092
2096921,1695551,1030804,305589
2096921,1695751,1034998,302137
2096921,1691174,1028787,300806
2096921,1696570,1032839,305508
2096921,1693136,1029418,302863
2096921,1694203,1034029,305447
2096921,1689460,1023190,297714
2096921,1700712,1034712,297962
2096921,1688641,1024730,293649
2096921,1703814,1039677,304355
2096921,1686017,1020968,286030
2096921,1706739,1040931,307210
2096921,1693798,1023446,289414
2096921,1715710,1044800,310157
2096921,1695043,1027225,294169
2096921,1711291,1041264,312380
2096921,1696989,1026565,291371
2096921,1712741,1040714,312755
2096921,1700576,1030463,295227
2096921,1710237,1039899,309142
2096921,1703361,1030689,296046
2096921,1711505,1041669,310972
2096921,1705869,1034960,300385
2096921,1711585,1038884,308012
2096921,1708403,1038048,300158
2096921,1711761,1037928,307354
2096921,1709005,1036354,303038
2096921,1711909,1035437,303280
2096921,1712229,1039089,305976
2096921,1712233,1037988,306173
2096921,1714844,1044190,308916
2096921,1705144,1032736,298908
2096921,1715685,1044198,305311
2096921,1705289,1030186,294857
2096921,1720770,1047679,308549
2096921,1704513,1029695,291862
2096921,1726827,1051228,312221
2096921,1711189,1035224,294903
2096921,1730141,1053797,318953
2096921,1715241,1041669,300107
2096921,1733165,1056748,317724
2096921,1717216,1040901,299498
2096921,1735038,1057200,320053
2096921,1717062,1041963,303234
2096921,1733571,1056893,317208
2096921,1725713,1045243,301242
2096921,1730128,1051672,311791
2096921,1719780,1042983,298051
2096921,1724950,1048212,308033
2096921,1726486,1045538,302914
2096921,1726865,1046460,308672
2096921,1725299,1048558,306522
2096921,1721584,1039976,304198
2096921,1723363,1041720,306306
2096921,1723380,1045406,302948
2096921,1727624,1050737,305367
2096921,1715079,1036158,297837
2096921,1732858,1054091,304637
2096921,1719115,1037792,295867
2096921,1739538,1061913,312098
2096921,1717314,1039771,297339
2096921,1738583,1061551,313352
2096921,1725368,1045205,299693
2096921,1744239,1064409,319452
2096921,1726315,1047956,300516
2096921,1743723,1063300,317243
2096921,1727722,1046391,300999
2096921,1744248,1063454,321499
2096921,1728648,1049207,303136
2096921,1741031,1057221,317503
2096921,1733698,1050316,305870
2096921,1742524,1060578,316384
2096921,1730994,1050635,305627
2096921,1739248,1056334,312247
2096921,1737286,1053285,308348
2096921,1739491,1057725,311292
2096921,1735571,1056462,307802
2096921,1733182,1048379,310750
2096921,1738407,1052341,308600
2096921,1732543,1047171,307316
2096921,1741518,1058578,315241
2096921,1730738,1046136,304108
2096921,1742627,1060536,309436
2096921,1729783,1046434,301976
2096921,1744009,1064789,314073
2096921,1730888,1046784,299851
2096921,1754834,1068948,317238
2096921,1737004,1049761,299344
2096921,1755428,1073951,324557
2096921,1738958,1052751,306723
2096921,1756801,1068180,326400
2096921,1738651,1050077,305119
2096921,1750155,1064379,321550
2096921,1737670,1054406,305085
2096921,1748372,1062732,317528
2096921,1746081,1055340,309360
2096921,1754472,1063070,322007
2096921,1744269,1058676,311180
2096921,1747438,1059175,315349
2096921,1746777,1057042,309026
2096921,1744460,1055037,314922
2096921,1747809,1056880,314871
2096921,1740967,1051501,308613
2096921,1746978,1055835,308984
2096921,1740826,1047952,307107
2096921,1746406,1059871,310554
2096921,1737717,1047330,303289
2096921,1754804,1063321,313066
2096921,1736416,1045939,302359
2096921,1757005,1067430,320723
2096921,1742822,1051241,303285
2096921,1765584,1075918,326247
2096921,1748214,1056777,303127
2096921,1771108,1079300,333549
2096921,1746495,1055080,307487
2096921,1767226,1073405,327966
2096921,1751831,1057767,309978
2096921,1765341,1070620,326972
2096921,1747587,1058258,306842
2096921,1760606,1066503,325803
2096921,1750590,1056441,309252
2096921,1755363,1062152,320280
2096921,1750501,1060190,311419
2096921,1753435,1060429,315301
2096921,1755492,1060357,311453
2096921,1754203,1060967,314525
2096921,1752006,1060639,313237
2096921,1749409,1055759,313910
2096921,1754442,1061862,314721
2096921,1749989,1055332,312025
2096921,1755155,1064277,315694
2096921,1742891,1049702,304253
2096921,1757803,1065471,312759
2096921,1742588,1047091,304918
2096921,1760529,1069967,322216
2096921,1743556,1051420,303784
2096921,1766782,1072556,320800
2096921,1746512,1054078,303912
2096921,1767146,1075692,325888
2096921,1747767,1055443,307986
2096921,1768425,1071942,328457
2096921,1754634,1059295,308131
2096921,1767760,1072292,329263
2096921,1750603,1057640,312524
2096921,1763767,1068641,324161
2096921,1756442,1060357,310805
2096921,1760154,1067225,323376
2096921,1755363,1061521,313497
2096921,1756715,1061308,319964
2096921,1759991,1063585,313156
2096921,1758507,1063386,317609
2096921,1756186,1065386,315199
2096921,1750667,1055622,311095
2096921,1754446,1059598,315523
2096921,1750326,1053728,313369
